cover_image_name,k,t,command,type,value
n01,1,2048,read,processing,346
n01,1,2048,read,total,2812
n01,1,4096,write,processing,995
n01,1,4096,write,total,25966
n01,1,4096,read,processing,649
n01,1,4096,read,total,2975
n01,1,4096,write,processing,1003
n01,1,4096,write,total,25764
n01,1,4096,read,processing,697
n01,1,4096,read,total,3105
n01,1,4096,write,processing,1008
n01,1,4096,write,total,27076
n01,1,4096,read,processing,668
n01,1,4096,read,total,3092
n01,1,4096,write,processing,1011
n01,1,4096,write,total,28931
n01,1,4096,read,processing,670
n01,1,4096,read,total,3076
n01,1,4096,write,processing,1007
n01,1,4096,write,total,28152
n01,1,4096,read,processing,674
n01,1,4096,read,total,3029
n01,1,4096,write,processing,1006
n01,1,4096,write,total,33997
n01,1,4096,read,processing,669
n01,1,4096,read,total,3084
n01,1,4096,write,processing,1007
n01,1,4096,write,total,34374
n01,1,4096,read,processing,669
n01,1,4096,read,total,3057
n01,1,4096,write,processing,1036
n01,1,4096,write,total,34158
n01,1,4096,read,processing,669
n01,1,4096,read,total,3088
n01,1,4096,write,processing,1073
n01,1,4096,write,total,34330
n01,1,4096,read,processing,669
n01,1,4096,read,total,3032
n01,1,4096,write,processing,1008
n01,1,4096,write,total,34038
n01,1,4096,read,processing,700
n01,1,4096,read,total,3080
n01,1,8192,write,processing,1948
n01,1,8192,write,total,34316
n01,1,8192,read,processing,1334
n01,1,8192,read,total,3627
n01,1,8192,write,processing,1976
n01,1,8192,write,total,34303
n01,1,8192,read,processing,1299
n01,1,8192,read,total,3648
n01,1,8192,write,processing,1969
n01,1,8192,write,total,34134
n01,1,8192,read,processing,1299
n01,1,8192,read,total,3594
n01,1,8192,write,processing,1949
n01,1,8192,write,total,33666
n01,1,8192,read,processing,1328
n01,1,8192,read,total,3642
n01,1,8192,write,processing,1953
n01,1,8192,write,total,34192
n01,1,8192,read,processing,1300
n01,1,8192,read,total,3645
n01,1,8192,write,processing,1972
n01,1,8192,write,total,34303
n01,1,8192,read,processing,1322
n01,1,8192,read,total,3645
n01,1,8192,write,processing,1949
n01,1,8192,write,total,34091
n01,1,8192,read,processing,1337
n01,1,8192,read,total,3632
n01,1,8192,write,processing,1949
n01,1,8192,write,total,33960
n01,1,8192,read,processing,1372
n01,1,8192,read,total,3826
n01,1,8192,write,processing,2031
n01,1,8192,write,total,35000
n01,1,8192,read,processing,1374
n01,1,8192,read,total,3765
n01,1,8192,write,processing,2018
n01,1,8192,write,total,33155
n01,1,8192,read,processing,1399
n01,1,8192,read,total,3787
n01,1,16384,write,processing,3801
n01,1,16384,write,total,28928
n01,1,16384,read,processing,2540
n01,1,16384,read,total,4788
n01,1,16384,write,processing,3794
n01,1,16384,write,total,28687
n01,1,16384,read,processing,2545
n01,1,16384,read,total,4811
n01,1,16384,write,processing,3832
n01,1,16384,write,total,29681
n01,1,16384,read,processing,2698
n01,1,16384,read,total,5049
n01,1,16384,write,processing,3983
n01,1,16384,write,total,29570
n01,1,16384,read,processing,2629
n01,1,16384,read,total,4929
n01,1,16384,write,processing,4000
n01,1,16384,write,total,36400
n01,1,16384,read,processing,2600
n01,1,16384,read,total,4951
n01,1,16384,write,processing,3910
n01,1,16384,write,total,29586
n01,1,16384,read,processing,3672
n01,1,16384,read,total,7104
n01,1,16384,write,processing,4029
n01,1,16384,write,total,30224
n01,1,16384,read,processing,2712
n01,1,16384,read,total,5150
n01,1,16384,write,processing,4030
n01,1,16384,write,total,30027
n01,1,16384,read,processing,2682
n01,1,16384,read,total,5107
n01,1,16384,write,processing,4327
n01,1,16384,write,total,31092
n01,1,16384,read,processing,2738
n01,1,16384,read,total,5258
n01,1,16384,write,processing,4033
n01,1,16384,write,total,30314
n01,1,16384,read,processing,2696
n01,1,16384,read,total,5148
n01,1,32768,write,processing,7582
n01,1,32768,write,total,32779
n01,1,32768,read,processing,5083
n01,1,32768,read,total,7370
n01,1,32768,write,processing,7581
n01,1,32768,write,total,31935
n01,1,32768,read,processing,5067
n01,1,32768,read,total,7340
n01,1,32768,write,processing,7582
n01,1,32768,write,total,32208
n01,1,32768,read,processing,5224
n01,1,32768,read,total,7557
n01,1,32768,write,processing,7831
n01,1,32768,write,total,32818
n01,1,32768,read,processing,5263
n01,1,32768,read,total,7556
n01,1,32768,write,processing,7882
n01,1,32768,write,total,34316
n01,1,32768,read,processing,5213
n01,1,32768,read,total,7558
n01,1,32768,write,processing,7808
n01,1,32768,write,total,33885
n01,1,32768,read,processing,5231
n01,1,32768,read,total,7537
n01,1,32768,write,processing,7799
n01,1,32768,write,total,33485
n01,1,32768,read,processing,5237
n01,1,32768,read,total,7530
n01,1,32768,write,processing,7818
n01,1,32768,write,total,33133
n01,1,32768,read,processing,5371
n01,1,32768,read,total,7829
n01,1,32768,write,processing,8053
n01,1,32768,write,total,33233
n01,1,32768,read,processing,5396
n01,1,32768,read,total,7835
n01,1,32768,write,processing,8058
n01,1,32768,write,total,34919
n01,1,32768,read,processing,5380
n01,1,32768,read,total,8060
n01,1,65536,write,processing,14633
n01,1,65536,write,total,40184
n01,1,65536,read,processing,9831
n01,1,65536,read,total,11993
n01,1,65536,write,processing,14734
n01,1,65536,write,total,38877
n01,1,65536,read,processing,9861
n01,1,65536,read,total,12080
n01,1,65536,write,processing,14822
n01,1,65536,write,total,39150
n01,1,65536,read,processing,10144
n01,1,65536,read,total,12528
n01,1,65536,write,processing,15206
n01,1,65536,write,total,40560
n01,1,65536,read,processing,10149
n01,1,65536,read,total,12437
n01,1,65536,write,processing,15152
n01,1,65536,write,total,42127
n01,1,65536,read,processing,10136
n01,1,65536,read,total,12390
n01,1,65536,write,processing,15381
n01,1,65536,write,total,40755
n01,1,65536,read,processing,10123
n01,1,65536,read,total,12416
n01,1,65536,write,processing,15255
n01,1,65536,write,total,42130
n01,1,65536,read,processing,10328
n01,1,65536,read,total,12640
n01,1,65536,write,processing,15323
n01,1,65536,write,total,41179
n01,1,65536,read,processing,10423
n01,1,65536,read,total,12746
n01,1,65536,write,processing,15968
n01,1,65536,write,total,43467
n01,1,65536,read,processing,10426
n01,1,65536,read,total,12772
n01,1,65536,write,processing,15669
n01,1,65536,write,total,41252
n01,1,65536,read,processing,10458
n01,1,65536,read,total,12752
n01,1,131072,write,processing,27779
n01,1,131072,write,total,51921
n01,1,131072,read,processing,19107
n01,1,131072,read,total,21299
n01,1,131072,write,processing,28583
n01,1,131072,write,total,52915
n01,1,131072,read,processing,19126
n01,1,131072,read,total,21279
n01,1,131072,write,processing,28590
n01,1,131072,write,total,52492
n01,1,131072,read,processing,19663
n01,1,131072,read,total,21926
n01,1,131072,write,processing,29423
n01,1,131072,write,total,53507
n01,1,131072,read,processing,19666
n01,1,131072,read,total,21906
n01,1,131072,write,processing,29550
n01,1,131072,write,total,55241
n01,1,131072,read,processing,20010
n01,1,131072,read,total,22291
n01,1,131072,write,processing,30388
n01,1,131072,write,total,54609
n01,1,131072,read,processing,19644
n01,1,131072,read,total,21874
n01,1,131072,write,processing,29628
n01,1,131072,write,total,55074
n01,1,131072,read,processing,19662
n01,1,131072,read,total,21881
n01,1,131072,write,processing,29629
n01,1,131072,write,total,55421
n01,1,131072,read,processing,20241
n01,1,131072,read,total,22499
n01,1,131072,write,processing,30164
n01,1,131072,write,total,54472
n01,1,131072,read,processing,20278
n01,1,131072,read,total,22551
n01,1,131072,write,processing,30192
n01,1,131072,write,total,55194
n01,1,131072,read,processing,19664
n01,1,131072,read,total,21874
n01,1,262144,write,processing,55617
n01,1,262144,write,total,80554
n01,1,262144,read,processing,37434
n01,1,262144,read,total,39559
n01,1,262144,write,processing,55942
n01,1,262144,write,total,86558
n01,1,262144,read,processing,38136
n01,1,262144,read,total,40320
n01,1,262144,write,processing,57013
n01,1,262144,write,total,81645
n01,1,262144,read,processing,38273
n01,1,262144,read,total,40443
n01,1,262144,write,processing,56877
n01,1,262144,write,total,80938
n01,1,262144,read,processing,38185
n01,1,262144,read,total,40360
n01,1,262144,write,processing,57120
n01,1,262144,write,total,80642
n01,1,262144,read,processing,38503
n01,1,262144,read,total,40773
n01,1,262144,write,processing,57302
n01,1,262144,write,total,87634
n01,1,262144,read,processing,38181
n01,1,262144,read,total,40400
n01,1,262144,write,processing,57154
n01,1,262144,write,total,82041
n01,1,262144,read,processing,38183
n01,1,262144,read,total,40353
n01,1,262144,write,processing,57175
n01,1,262144,write,total,80199
n01,1,262144,read,processing,38201
n01,1,262144,read,total,40361
n01,1,262144,write,processing,57048
n01,1,262144,write,total,82780
n01,1,262144,read,processing,39283
n01,1,262144,read,total,41510
n01,1,262144,write,processing,57503
n01,1,262144,write,total,81208
n01,1,262144,read,processing,38165
n01,1,262144,read,total,40350
n01,2,16,write,processing,12
n01,2,16,write,total,43277
n01,2,16,read,processing,3
n01,2,16,read,total,3167
n01,2,16,write,processing,13
n01,2,16,write,total,51003
n01,2,16,read,processing,4
n01,2,16,read,total,2625
n01,2,16,write,processing,10
n01,2,16,write,total,35033
n01,2,16,read,processing,5
n01,2,16,read,total,2962
n01,2,16,write,processing,9
n01,2,16,write,total,35971
n01,2,16,read,processing,4
n01,2,16,read,total,2918
n01,2,16,write,processing,9
n01,2,16,write,total,38942
n01,2,16,read,processing,4
n01,2,16,read,total,2811
n01,2,16,write,processing,9
n01,2,16,write,total,33253
n01,2,16,read,processing,4
n01,2,16,read,total,2767
n01,2,16,write,processing,9
n01,2,16,write,total,31200
n01,2,16,read,processing,5
n01,2,16,read,total,2686
n01,2,16,write,processing,9
n01,2,16,write,total,32911
n01,2,16,read,processing,4
n01,2,16,read,total,2703
n01,2,16,write,processing,9
n01,2,16,write,total,31225
n01,2,16,read,processing,4
n01,2,16,read,total,2677
n01,2,16,write,processing,9
n01,2,16,write,total,31042
n01,2,16,read,processing,4
n01,2,16,read,total,2705
n01,2,32,write,processing,12
n01,2,32,write,total,34304
n01,2,32,read,processing,5
n01,2,32,read,total,2544
n01,2,32,write,processing,12
n01,2,32,write,total,28114
n01,2,32,read,processing,6
n01,2,32,read,total,2445
n01,2,32,write,processing,11
n01,2,32,write,total,30692
n01,2,32,read,processing,6
n01,2,32,read,total,3049
n01,2,32,write,processing,14
n01,2,32,write,total,29458
n01,2,32,read,processing,6
n01,2,32,read,total,2678
n01,2,32,write,processing,12
n01,2,32,write,total,29624
n01,2,32,read,processing,6
n01,2,32,read,total,2571
n01,2,32,write,processing,12
n01,2,32,write,total,31085
n01,2,32,read,processing,6
n01,2,32,read,total,2626
n01,2,32,write,processing,12
n01,2,32,write,total,28838
n01,2,32,read,processing,6
n01,2,32,read,total,2896
n01,2,32,write,processing,12
n01,2,32,write,total,27980
n01,2,32,read,processing,6
n01,2,32,read,total,2554
n01,2,32,write,processing,12
n01,2,32,write,total,27925
n01,2,32,read,processing,6
n01,2,32,read,total,2680
n01,2,32,write,processing,12
n01,2,32,write,total,29079
n01,2,32,read,processing,7
n01,2,32,read,total,2594
n01,2,64,write,processing,19
n01,2,64,write,total,28900
n01,2,64,read,processing,10
n01,2,64,read,total,2505
n01,2,64,write,processing,19
n01,2,64,write,total,28168
n01,2,64,read,processing,10
n01,2,64,read,total,2773
n01,2,64,write,processing,23
n01,2,64,write,total,34973
n01,2,64,read,processing,10
n01,2,64,read,total,2533
n01,2,64,write,processing,20
n01,2,64,write,total,31432
n01,2,64,read,processing,10
n01,2,64,read,total,2653
n01,2,64,write,processing,19
n01,2,64,write,total,29113
n01,2,64,read,processing,10
n01,2,64,read,total,2738
n01,2,64,write,processing,19
n01,2,64,write,total,28450
n01,2,64,read,processing,11
n01,2,64,read,total,2623
n01,2,64,write,processing,19
n01,2,64,write,total,29593
n01,2,64,read,processing,10
n01,2,64,read,total,2741
n01,2,64,write,processing,20
n01,2,64,write,total,27557
n01,2,64,read,processing,10
n01,2,64,read,total,2809
n01,2,64,write,processing,20
n01,2,64,write,total,28934
n01,2,64,read,processing,11
n01,2,64,read,total,2597
n01,2,64,write,processing,21
n01,2,64,write,total,37872
n01,2,64,read,processing,10
n01,2,64,read,total,2636
n01,2,128,write,processing,33
n01,2,128,write,total,28529
n01,2,128,read,processing,19
n01,2,128,read,total,2462
n01,2,128,write,processing,34
n01,2,128,write,total,29671
n01,2,128,read,processing,18
n01,2,128,read,total,3094
n01,2,128,write,processing,35
n01,2,128,write,total,29330
n01,2,128,read,processing,18
n01,2,128,read,total,2483
n01,2,128,write,processing,34
n01,2,128,write,total,27634
n01,2,128,read,processing,18
n01,2,128,read,total,2550
n01,2,128,write,processing,33
n01,2,128,write,total,29186
n01,2,128,read,processing,19
n01,2,128,read,total,2580
n01,2,128,write,processing,34
n01,2,128,write,total,30364
n01,2,128,read,processing,19
n01,2,128,read,total,2505
n01,2,128,write,processing,35
n01,2,128,write,total,29186
n01,2,128,read,processing,19
n01,2,128,read,total,2571
n01,2,128,write,processing,36
n01,2,128,write,total,29603
n01,2,128,read,processing,19
n01,2,128,read,total,2614
n01,2,128,write,processing,34
n01,2,128,write,total,29802
n01,2,128,read,processing,19
n01,2,128,read,total,2638
n01,2,128,write,processing,58
n01,2,128,write,total,30442
n01,2,128,read,processing,19
n01,2,128,read,total,2510
n01,2,256,write,processing,62
n01,2,256,write,total,28636
n01,2,256,read,processing,35
n01,2,256,read,total,2842
n01,2,256,write,processing,62
n01,2,256,write,total,32383
n01,2,256,read,processing,35
n01,2,256,read,total,2450
n01,2,256,write,processing,62
n01,2,256,write,total,29459
n01,2,256,read,processing,35
n01,2,256,read,total,2568
n01,2,256,write,processing,62
n01,2,256,write,total,29460
n01,2,256,read,processing,36
n01,2,256,read,total,2579
n01,2,256,write,processing,64
n01,2,256,write,total,32842
n01,2,256,read,processing,36
n01,2,256,read,total,2578
n01,2,256,write,processing,84
n01,2,256,write,total,30164
n01,2,256,read,processing,36
n01,2,256,read,total,2623
n01,2,256,write,processing,63
n01,2,256,write,total,26939
n01,2,256,read,processing,37
n01,2,256,read,total,2648
n01,2,256,write,processing,64
n01,2,256,write,total,27804
n01,2,256,read,processing,37
n01,2,256,read,total,2605
n01,2,256,write,processing,64
n01,2,256,write,total,28404
n01,2,256,read,processing,36
n01,2,256,read,total,2511
n01,2,256,write,processing,64
n01,2,256,write,total,27797
n01,2,256,read,processing,36
n01,2,256,read,total,2578
n01,2,512,write,processing,119
n01,2,512,write,total,28297
n01,2,512,read,processing,101
n01,2,512,read,total,2597
n01,2,512,write,processing,123
n01,2,512,write,total,32535
n01,2,512,read,processing,69
n01,2,512,read,total,2624
n01,2,512,write,processing,131
n01,2,512,write,total,27106
n01,2,512,read,processing,69
n01,2,512,read,total,2792
n01,2,512,write,processing,119
n01,2,512,write,total,30338
n01,2,512,read,processing,69
n01,2,512,read,total,2544
n01,2,512,write,processing,119
n01,2,512,write,total,28223
n01,2,512,read,processing,72
